VTX, IDX, ATTRIBUTE0.x, ATTRIBUTE0.y, ATTRIBUTE0.z, ATTRIBUTE1.x, ATTRIBUTE1.y, ATTRIBUTE1.z, ATTRIBUTE1.w, ATTRIBUTE2.x, ATTRIBUTE2.y, ATTRIBUTE2.z, ATTRIBUTE2.w, ATTRIBUTE5.x, ATTRIBUTE5.y, ATTRIBUTE13.x, ATTRIBUTE13.y, ATTRIBUTE13.z, ATTRIBUTE13.w, ATTRIBUTE14.x, ATTRIBUTE14.y, ATTRIBUTE14.z, ATTRIBUTE14.w, ATTRIBUTE3.x, ATTRIBUTE3.y, ATTRIBUTE3.z, ATTRIBUTE3.w, ATTRIBUTE15.x, ATTRIBUTE15.y, ATTRIBUTE15.z, ATTRIBUTE15.w, ATTRIBUTE4.x, ATTRIBUTE4.y, ATTRIBUTE4.z, ATTRIBUTE4.w, ATTRIBUTE12.x, ATTRIBUTE12.y, ATTRIBUTE12.z, ATTRIBUTE11.x, ATTRIBUTE11.y, ATTRIBUTE11.z
68, 15, -1.8248, 7.5063, 10.7646, -0.64567, 0.07874, -0.75591, 1.00, 0.11024, 0.99213, 0.00787, -1.00, 0.26807, 0.66357, 1.00, 1.00, 1.00, 1.00, 6, 7, 5, 0, 6, 7, 5, 0, 0.97255, 0.01569, 0.01176, 0.00, 0.97255, 0.01569, 0.01176, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
69, 20, -2.8291, 7.9988, 13.8992, -0.7874, 0.07087, -0.61417, 1.00, 0.1811, 0.97638, -0.11811, -1.00, 0.25928, 0.63818, 1.00, 1.00, 1.00, 1.00, 6, 5, 0, 0, 6, 5, 0, 0, 0.56863, 0.43137, 0.00, 0.00, 0.56863, 0.43137, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
70, 19, -1.4933, 7.375, 12.8619, -0.70079, 0.22047, -0.67717, 1.00, 0.33858, 0.94488, -0.03937, -1.00, 0.25269, 0.65137, 1.00, 1.00, 1.00, 1.00, 6, 5, 7, 0, 6, 5, 7, 0, 0.75686, 0.19608, 0.04706, 0.00, 0.75686, 0.19608, 0.04706, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
71, 22, -1.5887, 7.5838, 13.9188, -0.8189, 0.26772, -0.51181, 1.00, 0.3622, 0.92913, -0.08661, -1.00, 0.24744, 0.64307, 1.00, 1.00, 1.00, 1.00, 6, 5, 7, 0, 6, 5, 7, 0, 0.55294, 0.39608, 0.05098, 0.00, 0.55294, 0.39608, 0.05098, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
72, 22, -1.5887, 7.5838, 13.9188, -0.8189, 0.26772, -0.51181, 1.00, 0.3622, 0.92913, -0.08661, -1.00, 0.24744, 0.64307, 1.00, 1.00, 1.00, 1.00, 6, 5, 7, 0, 6, 5, 7, 0, 0.55294, 0.39608, 0.05098, 0.00, 0.55294, 0.39608, 0.05098, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
73, 23, -2.687, 7.8703, 15.011, -0.88189, 0.23622, -0.40945, 1.00, 0.23622, 0.9685, 0.06299, -1.00, 0.25513, 0.63184, 1.00, 1.00, 1.00, 1.00, 5, 6, 7, 0, 5, 6, 7, 0, 0.66275, 0.31373, 0.02353, 0.00, 0.66275, 0.31373, 0.02353, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
74, 20, -2.8291, 7.9988, 13.8992, -0.7874, 0.07087, -0.61417, 1.00, 0.1811, 0.97638, -0.11811, -1.00, 0.25928, 0.63818, 1.00, 1.00, 1.00, 1.00, 6, 5, 0, 0, 6, 5, 0, 0, 0.56863, 0.43137, 0.00, 0.00, 0.56863, 0.43137, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
75, 15, -1.8248, 7.5063, 10.7646, -0.64567, 0.07874, -0.75591, 1.00, 0.11024, 0.99213, 0.00787, -1.00, 0.26807, 0.66357, 1.00, 1.00, 1.00, 1.00, 6, 7, 5, 0, 6, 7, 5, 0, 0.97255, 0.01569, 0.01176, 0.00, 0.97255, 0.01569, 0.01176, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
76, 24, -0.664, 7.2421, 11.4291, -0.65354, 0.30709, -0.69291, 1.00, 0.31496, 0.93701, 0.11811, -1.00, 0.25342, 0.66748, 1.00, 1.00, 1.00, 1.00, 6, 5, 7, 0, 6, 5, 7, 0, 0.8902, 0.0549, 0.0549, 0.00, 0.8902, 0.0549, 0.0549, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
77, 19, -1.4933, 7.375, 12.8619, -0.70079, 0.22047, -0.67717, 1.00, 0.33858, 0.94488, -0.03937, -1.00, 0.25269, 0.65137, 1.00, 1.00, 1.00, 1.00, 6, 5, 7, 0, 6, 5, 7, 0, 0.75686, 0.19608, 0.04706, 0.00, 0.75686, 0.19608, 0.04706, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
78, 21, 0.1709, 7.2095, 10.2535, -0.59055, 0.35433, -0.72441, 1.00, 0.33858, 0.92126, 0.17323, -1.00, 0.25537, 0.68213, 1.00, 1.00, 1.00, 1.00, 6, 7, 5, 0, 6, 7, 5, 0, 0.95686, 0.03529, 0.00784, 0.00, 0.95686, 0.03529, 0.00784, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
79, 24, -0.664, 7.2421, 11.4291, -0.65354, 0.30709, -0.69291, 1.00, 0.31496, 0.93701, 0.11811, -1.00, 0.25342, 0.66748, 1.00, 1.00, 1.00, 1.00, 6, 5, 7, 0, 6, 5, 7, 0, 0.8902, 0.0549, 0.0549, 0.00, 0.8902, 0.0549, 0.0549, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
80, 15, -1.8248, 7.5063, 10.7646, -0.64567, 0.07874, -0.75591, 1.00, 0.11024, 0.99213, 0.00787, -1.00, 0.26807, 0.66357, 1.00, 1.00, 1.00, 1.00, 6, 7, 5, 0, 6, 7, 5, 0, 0.97255, 0.01569, 0.01176, 0.00, 0.97255, 0.01569, 0.01176, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
81, 25, -0.0476, 6.7312, 13.2266, -0.62205, 0.49606, -0.6063, 1.00, 0.55906, 0.82677, 0.09449, -1.00, 0.23499, 0.65869, 1.00, 1.00, 1.00, 1.00, 6, 5, 7, 0, 6, 5, 7, 0, 0.66275, 0.21569, 0.12157, 0.00, 0.66275, 0.21569, 0.12157, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
82, 22, -1.5887, 7.5838, 13.9188, -0.8189, 0.26772, -0.51181, 1.00, 0.3622, 0.92913, -0.08661, -1.00, 0.24744, 0.64307, 1.00, 1.00, 1.00, 1.00, 6, 5, 7, 0, 6, 5, 7, 0, 0.55294, 0.39608, 0.05098, 0.00, 0.55294, 0.39608, 0.05098, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
83, 19, -1.4933, 7.375, 12.8619, -0.70079, 0.22047, -0.67717, 1.00, 0.33858, 0.94488, -0.03937, -1.00, 0.25269, 0.65137, 1.00, 1.00, 1.00, 1.00, 6, 5, 7, 0, 6, 5, 7, 0, 0.75686, 0.19608, 0.04706, 0.00, 0.75686, 0.19608, 0.04706, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
84, 24, -0.664, 7.2421, 11.4291, -0.65354, 0.30709, -0.69291, 1.00, 0.31496, 0.93701, 0.11811, -1.00, 0.25342, 0.66748, 1.00, 1.00, 1.00, 1.00, 6, 5, 7, 0, 6, 5, 7, 0, 0.8902, 0.0549, 0.0549, 0.00, 0.8902, 0.0549, 0.0549, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
85, 25, -0.0476, 6.7312, 13.2266, -0.62205, 0.49606, -0.6063, 1.00, 0.55906, 0.82677, 0.09449, -1.00, 0.23499, 0.65869, 1.00, 1.00, 1.00, 1.00, 6, 5, 7, 0, 6, 5, 7, 0, 0.66275, 0.21569, 0.12157, 0.00, 0.66275, 0.21569, 0.12157, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
86, 19, -1.4933, 7.375, 12.8619, -0.70079, 0.22047, -0.67717, 1.00, 0.33858, 0.94488, -0.03937, -1.00, 0.25269, 0.65137, 1.00, 1.00, 1.00, 1.00, 6, 5, 7, 0, 6, 5, 7, 0, 0.75686, 0.19608, 0.04706, 0.00, 0.75686, 0.19608, 0.04706, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
87, 23, -2.687, 7.8703, 15.011, -0.88189, 0.23622, -0.40945, 1.00, 0.23622, 0.9685, 0.06299, -1.00, 0.25513, 0.63184, 1.00, 1.00, 1.00, 1.00, 5, 6, 7, 0, 5, 6, 7, 0, 0.66275, 0.31373, 0.02353, 0.00, 0.66275, 0.31373, 0.02353, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
88, 22, -1.5887, 7.5838, 13.9188, -0.8189, 0.26772, -0.51181, 1.00, 0.3622, 0.92913, -0.08661, -1.00, 0.24744, 0.64307, 1.00, 1.00, 1.00, 1.00, 6, 5, 7, 0, 6, 5, 7, 0, 0.55294, 0.39608, 0.05098, 0.00, 0.55294, 0.39608, 0.05098, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
89, 26, -1.6036, 7.5348, 15.0065, -0.87402, 0.31496, -0.3622, 1.00, 0.34646, 0.93701, -0.02362, -1.00, 0.24548, 0.63477, 1.00, 1.00, 1.00, 1.00, 5, 6, 7, 0, 5, 6, 7, 0, 0.63529, 0.30588, 0.05882, 0.00, 0.63529, 0.30588, 0.05882, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
90, 26, -1.6036, 7.5348, 15.0065, -0.87402, 0.31496, -0.3622, 1.00, 0.34646, 0.93701, -0.02362, -1.00, 0.24548, 0.63477, 1.00, 1.00, 1.00, 1.00, 5, 6, 7, 0, 5, 6, 7, 0, 0.63529, 0.30588, 0.05882, 0.00, 0.63529, 0.30588, 0.05882, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
91, 27, -2.6502, 7.8073, 15.3747, -0.96063, 0.22835, -0.15748, 1.00, 0.25197, 0.95276, -0.15748, -1.00, 0.25464, 0.62939, 1.00, 1.00, 1.00, 1.00, 5, 6, 7, 0, 5, 6, 7, 0, 0.72549, 0.24706, 0.02745, 0.00, 0.72549, 0.24706, 0.02745, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
92, 23, -2.687, 7.8703, 15.011, -0.88189, 0.23622, -0.40945, 1.00, 0.23622, 0.9685, 0.06299, -1.00, 0.25513, 0.63184, 1.00, 1.00, 1.00, 1.00, 5, 6, 7, 0, 5, 6, 7, 0, 0.66275, 0.31373, 0.02353, 0.00, 0.66275, 0.31373, 0.02353, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
93, 25, -0.0476, 6.7312, 13.2266, -0.62205, 0.49606, -0.6063, 1.00, 0.55906, 0.82677, 0.09449, -1.00, 0.23499, 0.65869, 1.00, 1.00, 1.00, 1.00, 6, 5, 7, 0, 6, 5, 7, 0, 0.66275, 0.21569, 0.12157, 0.00, 0.66275, 0.21569, 0.12157, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
94, 24, -0.664, 7.2421, 11.4291, -0.65354, 0.30709, -0.69291, 1.00, 0.31496, 0.93701, 0.11811, -1.00, 0.25342, 0.66748, 1.00, 1.00, 1.00, 1.00, 6, 5, 7, 0, 6, 5, 7, 0, 0.8902, 0.0549, 0.0549, 0.00, 0.8902, 0.0549, 0.0549, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
95, 28, 0.445, 6.6062, 12.0371, -0.55118, 0.54331, -0.6378, 1.00, 0.55906, 0.80315, 0.20472, -1.00, 0.23755, 0.67188, 1.00, 1.00, 1.00, 1.00, 6, 5, 7, 0, 6, 5, 7, 0, 0.82745, 0.08627, 0.08627, 0.00, 0.82745, 0.08627, 0.08627, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
96, 21, 0.1709, 7.2095, 10.2535, -0.59055, 0.35433, -0.72441, 1.00, 0.33858, 0.92126, 0.17323, -1.00, 0.25537, 0.68213, 1.00, 1.00, 1.00, 1.00, 6, 7, 5, 0, 6, 7, 5, 0, 0.95686, 0.03529, 0.00784, 0.00, 0.95686, 0.03529, 0.00784, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
97, 28, 0.445, 6.6062, 12.0371, -0.55118, 0.54331, -0.6378, 1.00, 0.55906, 0.80315, 0.20472, -1.00, 0.23755, 0.67188, 1.00, 1.00, 1.00, 1.00, 6, 5, 7, 0, 6, 5, 7, 0, 0.82745, 0.08627, 0.08627, 0.00, 0.82745, 0.08627, 0.08627, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
98, 24, -0.664, 7.2421, 11.4291, -0.65354, 0.30709, -0.69291, 1.00, 0.31496, 0.93701, 0.11811, -1.00, 0.25342, 0.66748, 1.00, 1.00, 1.00, 1.00, 6, 5, 7, 0, 6, 5, 7, 0, 0.8902, 0.0549, 0.0549, 0.00, 0.8902, 0.0549, 0.0549, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
99, 22, -1.5887, 7.5838, 13.9188, -0.8189, 0.26772, -0.51181, 1.00, 0.3622, 0.92913, -0.08661, -1.00, 0.24744, 0.64307, 1.00, 1.00, 1.00, 1.00, 6, 5, 7, 0, 6, 5, 7, 0, 0.55294, 0.39608, 0.05098, 0.00, 0.55294, 0.39608, 0.05098, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
100, 25, -0.0476, 6.7312, 13.2266, -0.62205, 0.49606, -0.6063, 1.00, 0.55906, 0.82677, 0.09449, -1.00, 0.23499, 0.65869, 1.00, 1.00, 1.00, 1.00, 6, 5, 7, 0, 6, 5, 7, 0, 0.66275, 0.21569, 0.12157, 0.00, 0.66275, 0.21569, 0.12157, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
101, 29, -0.2018, 6.847, 14.197, -0.68504, 0.51181, -0.51969, 1.00, 0.62992, 0.77953, -0.06299, -1.00, 0.23242, 0.64893, 1.00, 1.00, 1.00, 1.00, 6, 5, 7, 0, 6, 5, 7, 0, 0.46667, 0.38824, 0.1451, 0.00, 0.46667, 0.38824, 0.1451, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
102, 29, -0.2018, 6.847, 14.197, -0.68504, 0.51181, -0.51969, 1.00, 0.62992, 0.77953, -0.06299, -1.00, 0.23242, 0.64893, 1.00, 1.00, 1.00, 1.00, 6, 5, 7, 0, 6, 5, 7, 0, 0.46667, 0.38824, 0.1451, 0.00, 0.46667, 0.38824, 0.1451, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
103, 26, -1.6036, 7.5348, 15.0065, -0.87402, 0.31496, -0.3622, 1.00, 0.34646, 0.93701, -0.02362, -1.00, 0.24548, 0.63477, 1.00, 1.00, 1.00, 1.00, 5, 6, 7, 0, 5, 6, 7, 0, 0.63529, 0.30588, 0.05882, 0.00, 0.63529, 0.30588, 0.05882, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
104, 22, -1.5887, 7.5838, 13.9188, -0.8189, 0.26772, -0.51181, 1.00, 0.3622, 0.92913, -0.08661, -1.00, 0.24744, 0.64307, 1.00, 1.00, 1.00, 1.00, 6, 5, 7, 0, 6, 5, 7, 0, 0.55294, 0.39608, 0.05098, 0.00, 0.55294, 0.39608, 0.05098, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
105, 25, -0.0476, 6.7312, 13.2266, -0.62205, 0.49606, -0.6063, 1.00, 0.55906, 0.82677, 0.09449, -1.00, 0.23499, 0.65869, 1.00, 1.00, 1.00, 1.00, 6, 5, 7, 0, 6, 5, 7, 0, 0.66275, 0.21569, 0.12157, 0.00, 0.66275, 0.21569, 0.12157, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
106, 28, 0.445, 6.6062, 12.0371, -0.55118, 0.54331, -0.6378, 1.00, 0.55906, 0.80315, 0.20472, -1.00, 0.23755, 0.67188, 1.00, 1.00, 1.00, 1.00, 6, 5, 7, 0, 6, 5, 7, 0, 0.82745, 0.08627, 0.08627, 0.00, 0.82745, 0.08627, 0.08627, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
107, 30, 1.0719, 5.7574, 12.4316, -0.29134, 0.80315, -0.51969, 1.00, 0.8189, 0.48819, 0.29921, -1.00, 0.22437, 0.6748, 1.00, 1.00, 1.00, 1.00, 6, 7, 5, 0, 6, 7, 5, 0, 0.78824, 0.1098, 0.10196, 0.00, 0.78824, 0.1098, 0.10196, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
108, 31, -1.6265, 7.6006, 15.752, -0.90551, 0.31496, -0.26772, 1.00, 0.37008, 0.91339, -0.15748, -1.00, 0.24512, 0.62695, 1.00, 1.00, 1.00, 1.00, 5, 6, 7, 0, 5, 6, 7, 0, 0.77647, 0.16863, 0.0549, 0.00, 0.77647, 0.16863, 0.0549, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
109, 27, -2.6502, 7.8073, 15.3747, -0.96063, 0.22835, -0.15748, 1.00, 0.25197, 0.95276, -0.15748, -1.00, 0.25464, 0.62939, 1.00, 1.00, 1.00, 1.00, 5, 6, 7, 0, 5, 6, 7, 0, 0.72549, 0.24706, 0.02745, 0.00, 0.72549, 0.24706, 0.02745, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
110, 26, -1.6036, 7.5348, 15.0065, -0.87402, 0.31496, -0.3622, 1.00, 0.34646, 0.93701, -0.02362, -1.00, 0.24548, 0.63477, 1.00, 1.00, 1.00, 1.00, 5, 6, 7, 0, 5, 6, 7, 0, 0.63529, 0.30588, 0.05882, 0.00, 0.63529, 0.30588, 0.05882, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
111, 32, -2.5955, 7.9436, 15.7533, -0.94488, 0.30709, 0.07874, 1.00, 0.26772, 0.90551, -0.33858, -1.00, 0.25513, 0.62744, 1.00, 1.00, 1.00, 1.00, 5, 6, 7, 0, 5, 6, 7, 0, 0.80, 0.17647, 0.02353, 0.00, 0.80, 0.17647, 0.02353, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
112, 27, -2.6502, 7.8073, 15.3747, -0.96063, 0.22835, -0.15748, 1.00, 0.25197, 0.95276, -0.15748, -1.00, 0.25464, 0.62939, 1.00, 1.00, 1.00, 1.00, 5, 6, 7, 0, 5, 6, 7, 0, 0.72549, 0.24706, 0.02745, 0.00, 0.72549, 0.24706, 0.02745, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
113, 31, -1.6265, 7.6006, 15.752, -0.90551, 0.31496, -0.26772, 1.00, 0.37008, 0.91339, -0.15748, -1.00, 0.24512, 0.62695, 1.00, 1.00, 1.00, 1.00, 5, 6, 7, 0, 5, 6, 7, 0, 0.77647, 0.16863, 0.0549, 0.00, 0.77647, 0.16863, 0.0549, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
114, 31, -1.6265, 7.6006, 15.752, -0.90551, 0.31496, -0.26772, 1.00, 0.37008, 0.91339, -0.15748, -1.00, 0.24512, 0.62695, 1.00, 1.00, 1.00, 1.00, 5, 6, 7, 0, 5, 6, 7, 0, 0.77647, 0.16863, 0.0549, 0.00, 0.77647, 0.16863, 0.0549, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
115, 33, -2.5627, 8.1074, 16.0934, -0.9685, 0.24409, 0.02362, 1.00, 0.23622, 0.95276, -0.18898, -1.00, 0.2561, 0.62402, 1.00, 1.00, 1.00, 1.00, 5, 6, 7, 0, 5, 6, 7, 0, 0.84706, 0.12941, 0.02353, 0.00, 0.84706, 0.12941, 0.02353, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
116, 32, -2.5955, 7.9436, 15.7533, -0.94488, 0.30709, 0.07874, 1.00, 0.26772, 0.90551, -0.33858, -1.00, 0.25513, 0.62744, 1.00, 1.00, 1.00, 1.00, 5, 6, 7, 0, 5, 6, 7, 0, 0.80, 0.17647, 0.02353, 0.00, 0.80, 0.17647, 0.02353, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
117, 26, -1.6036, 7.5348, 15.0065, -0.87402, 0.31496, -0.3622, 1.00, 0.34646, 0.93701, -0.02362, -1.00, 0.24548, 0.63477, 1.00, 1.00, 1.00, 1.00, 5, 6, 7, 0, 5, 6, 7, 0, 0.63529, 0.30588, 0.05882, 0.00, 0.63529, 0.30588, 0.05882, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
118, 29, -0.2018, 6.847, 14.197, -0.68504, 0.51181, -0.51969, 1.00, 0.62992, 0.77953, -0.06299, -1.00, 0.23242, 0.64893, 1.00, 1.00, 1.00, 1.00, 6, 5, 7, 0, 6, 5, 7, 0, 0.46667, 0.38824, 0.1451, 0.00, 0.46667, 0.38824, 0.1451, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
119, 34, -0.2037, 7.0662, 15.2297, -0.65354, 0.59055, -0.46457, 1.00, 0.67717, 0.74016, -0.00787, -1.00, 0.23071, 0.63916, 1.00, 1.00, 1.00, 1.00, 5, 6, 7, 0, 5, 6, 7, 0, 0.58824, 0.26275, 0.14902, 0.00, 0.58824, 0.26275, 0.14902, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
120, 26, -1.6036, 7.5348, 15.0065, -0.87402, 0.31496, -0.3622, 1.00, 0.34646, 0.93701, -0.02362, -1.00, 0.24548, 0.63477, 1.00, 1.00, 1.00, 1.00, 5, 6, 7, 0, 5, 6, 7, 0, 0.63529, 0.30588, 0.05882, 0.00, 0.63529, 0.30588, 0.05882, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
121, 34, -0.2037, 7.0662, 15.2297, -0.65354, 0.59055, -0.46457, 1.00, 0.67717, 0.74016, -0.00787, -1.00, 0.23071, 0.63916, 1.00, 1.00, 1.00, 1.00, 5, 6, 7, 0, 5, 6, 7, 0, 0.58824, 0.26275, 0.14902, 0.00, 0.58824, 0.26275, 0.14902, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
122, 31, -1.6265, 7.6006, 15.752, -0.90551, 0.31496, -0.26772, 1.00, 0.37008, 0.91339, -0.15748, -1.00, 0.24512, 0.62695, 1.00, 1.00, 1.00, 1.00, 5, 6, 7, 0, 5, 6, 7, 0, 0.77647, 0.16863, 0.0549, 0.00, 0.77647, 0.16863, 0.0549, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
123, 25, -0.0476, 6.7312, 13.2266, -0.62205, 0.49606, -0.6063, 1.00, 0.55906, 0.82677, 0.09449, -1.00, 0.23499, 0.65869, 1.00, 1.00, 1.00, 1.00, 6, 5, 7, 0, 6, 5, 7, 0, 0.66275, 0.21569, 0.12157, 0.00, 0.66275, 0.21569, 0.12157, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
124, 35, 0.8176, 5.5146, 13.5583, -0.08661, 0.89764, -0.4252, 1.00, 0.90551, 0.25197, 0.33858, -1.00, 0.2168, 0.66406, 1.00, 1.00, 1.00, 1.00, 6, 5, 7, 0, 6, 5, 7, 0, 0.59216, 0.23137, 0.17647, 0.00, 0.59216, 0.23137, 0.17647, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
125, 29, -0.2018, 6.847, 14.197, -0.68504, 0.51181, -0.51969, 1.00, 0.62992, 0.77953, -0.06299, -1.00, 0.23242, 0.64893, 1.00, 1.00, 1.00, 1.00, 6, 5, 7, 0, 6, 5, 7, 0, 0.46667, 0.38824, 0.1451, 0.00, 0.46667, 0.38824, 0.1451, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
126, 25, -0.0476, 6.7312, 13.2266, -0.62205, 0.49606, -0.6063, 1.00, 0.55906, 0.82677, 0.09449, -1.00, 0.23499, 0.65869, 1.00, 1.00, 1.00, 1.00, 6, 5, 7, 0, 6, 5, 7, 0, 0.66275, 0.21569, 0.12157, 0.00, 0.66275, 0.21569, 0.12157, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
127, 30, 1.0719, 5.7574, 12.4316, -0.29134, 0.80315, -0.51969, 1.00, 0.8189, 0.48819, 0.29921, -1.00, 0.22437, 0.6748, 1.00, 1.00, 1.00, 1.00, 6, 7, 5, 0, 6, 7, 5, 0, 0.78824, 0.1098, 0.10196, 0.00, 0.78824, 0.1098, 0.10196, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
128, 35, 0.8176, 5.5146, 13.5583, -0.08661, 0.89764, -0.4252, 1.00, 0.90551, 0.25197, 0.33858, -1.00, 0.2168, 0.66406, 1.00, 1.00, 1.00, 1.00, 6, 5, 7, 0, 6, 5, 7, 0, 0.59216, 0.23137, 0.17647, 0.00, 0.59216, 0.23137, 0.17647, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
129, 36, 0.5353, 5.5385, 14.5384, -0.08661, 0.91339, -0.3937, 1.00, 0.98425, 0.13386, 0.08661, -1.00, 0.21338, 0.65332, 1.00, 1.00, 1.00, 1.00, 5, 6, 7, 0, 5, 6, 7, 0, 0.41176, 0.37255, 0.21569, 0.00, 0.41176, 0.37255, 0.21569, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
130, 34, -0.2037, 7.0662, 15.2297, -0.65354, 0.59055, -0.46457, 1.00, 0.67717, 0.74016, -0.00787, -1.00, 0.23071, 0.63916, 1.00, 1.00, 1.00, 1.00, 5, 6, 7, 0, 5, 6, 7, 0, 0.58824, 0.26275, 0.14902, 0.00, 0.58824, 0.26275, 0.14902, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
131, 29, -0.2018, 6.847, 14.197, -0.68504, 0.51181, -0.51969, 1.00, 0.62992, 0.77953, -0.06299, -1.00, 0.23242, 0.64893, 1.00, 1.00, 1.00, 1.00, 6, 5, 7, 0, 6, 5, 7, 0, 0.46667, 0.38824, 0.1451, 0.00, 0.46667, 0.38824, 0.1451, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
132, 29, -0.2018, 6.847, 14.197, -0.68504, 0.51181, -0.51969, 1.00, 0.62992, 0.77953, -0.06299, -1.00, 0.23242, 0.64893, 1.00, 1.00, 1.00, 1.00, 6, 5, 7, 0, 6, 5, 7, 0, 0.46667, 0.38824, 0.1451, 0.00, 0.46667, 0.38824, 0.1451, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
133, 35, 0.8176, 5.5146, 13.5583, -0.08661, 0.89764, -0.4252, 1.00, 0.90551, 0.25197, 0.33858, -1.00, 0.2168, 0.66406, 1.00, 1.00, 1.00, 1.00, 6, 5, 7, 0, 6, 5, 7, 0, 0.59216, 0.23137, 0.17647, 0.00, 0.59216, 0.23137, 0.17647, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
134, 36, 0.5353, 5.5385, 14.5384, -0.08661, 0.91339, -0.3937, 1.00, 0.98425, 0.13386, 0.08661, -1.00, 0.21338, 0.65332, 1.00, 1.00, 1.00, 1.00, 5, 6, 7, 0, 5, 6, 7, 0, 0.41176, 0.37255, 0.21569, 0.00, 0.41176, 0.37255, 0.21569, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
