VTX,	IDX,	Position.x,	Position.y,	Position.z
4708.0,	963.0,	-4.5366291999816895,	-48.89672088623047,	18.340145111083984
4709.0,	964.0,	-2.730191230773926,	-48.862388610839844,	16.63204574584961
4710.0,	966.0,	-4.653109073638916,	-48.584716796875,	18.089557647705078
4711.0,	965.0,	-6.2125325202941895,	-48.12847137451172,	18.961870193481445
4712.0,	963.0,	-4.5366291999816895,	-48.89672088623047,	18.340145111083984
4713.0,	967.0,	-9.364480972290039,	-44.89284133911133,	0.7101833820343018
4714.0,	968.0,	-9.378963470458984,	-43.99271774291992,	0.6663702726364136
4715.0,	969.0,	-9.469593048095703,	-44.44351577758789,	0.6933673620223999
4716.0,	970.0,	-8.745777130126953,	-45.20249557495117,	0.6516605615615845
4717.0,	968.0,	-9.378963470458984,	-43.99271774291992,	0.6663702726364136
4718.0,	967.0,	-9.364480972290039,	-44.89284133911133,	0.7101833820343018
4719.0,	968.0,	-9.378963470458984,	-43.99271774291992,	0.6663702726364136
4720.0,	970.0,	-8.745777130126953,	-45.20249557495117,	0.6516605615615845
4721.0,	971.0,	-8.741840362548828,	-43.66059494018555,	0.5919749736785889
4722.0,	972.0,	-8.232446670532227,	-45.351463317871094,	0.6412749290466309
4723.0,	971.0,	-8.741840362548828,	-43.66059494018555,	0.5919749736785889
4724.0,	970.0,	-8.745777130126953,	-45.20249557495117,	0.6516605615615845
4725.0,	971.0,	-8.741840362548828,	-43.66059494018555,	0.5919749736785889
4726.0,	972.0,	-8.232446670532227,	-45.351463317871094,	0.6412749290466309
4727.0,	973.0,	-8.259967803955078,	-43.489620208740234,	0.5426866412162781
4728.0,	974.0,	-7.9556145668029785,	-43.27007293701172,	4.706445693969727
4729.0,	975.0,	-8.259967803955078,	-43.489620208740234,	0.5426866412162781
4730.0,	976.0,	-8.232446670532227,	-45.351463317871094,	0.6412749290466309
4731.0,	976.0,	-8.232446670532227,	-45.351463317871094,	0.6412749290466309
4732.0,	977.0,	-7.9325947761535645,	-45.29384231567383,	4.752410888671875
4733.0,	974.0,	-7.9556145668029785,	-43.27007293701172,	4.706445693969727
4734.0,	978.0,	-7.445651531219482,	-45.220699310302734,	10.478424072265625
4735.0,	974.0,	-7.9556145668029785,	-43.27007293701172,	4.706445693969727
4736.0,	977.0,	-7.9325947761535645,	-45.29384231567383,	4.752410888671875
4737.0,	974.0,	-7.9556145668029785,	-43.27007293701172,	4.706445693969727
4738.0,	978.0,	-7.445651531219482,	-45.220699310302734,	10.478424072265625
4739.0,	979.0,	-7.566373348236084,	-42.96378707885742,	10.423501014709473
4740.0,	980.0,	-6.810960292816162,	-45.249671936035156,	14.69282054901123
4741.0,	979.0,	-7.566373348236084,	-42.96378707885742,	10.423501014709473
4742.0,	978.0,	-7.445651531219482,	-45.220699310302734,	10.478424072265625
4743.0,	981.0,	-7.462977886199951,	-42.62098693847656,	14.727899551391602
4744.0,	979.0,	-7.566373348236084,	-42.96378707885742,	10.423501014709473
4745.0,	980.0,	-6.810960292816162,	-45.249671936035156,	14.69282054901123
4746.0,	982.0,	-6.317241191864014,	-45.604278564453125,	15.85537338256836
4747.0,	981.0,	-7.462977886199951,	-42.62098693847656,	14.727899551391602
4748.0,	980.0,	-6.810960292816162,	-45.249671936035156,	14.69282054901123
4749.0,	982.0,	-6.317241191864014,	-45.604278564453125,	15.85537338256836
4750.0,	983.0,	-7.222708225250244,	-42.190391540527344,	16.098840713500977
4751.0,	981.0,	-7.462977886199951,	-42.62098693847656,	14.727899551391602
4752.0,	984.0,	-5.51603364944458,	-46.518123626708984,	16.704898834228516
4753.0,	983.0,	-7.222708225250244,	-42.190391540527344,	16.098840713500977
4754.0,	982.0,	-6.317241191864014,	-45.604278564453125,	15.85537338256836
4755.0,	983.0,	-7.222708225250244,	-42.190391540527344,	16.098840713500977
4756.0,	984.0,	-5.51603364944458,	-46.518123626708984,	16.704898834228516
4757.0,	985.0,	-6.742035388946533,	-41.318424224853516,	16.912952423095703
4758.0,	984.0,	-5.51603364944458,	-46.518123626708984,	16.704898834228516
4759.0,	986.0,	-5.454802989959717,	-39.42464065551758,	17.56191062927246
4760.0,	985.0,	-6.742035388946533,	-41.318424224853516,	16.912952423095703
4761.0,	987.0,	-4.647909641265869,	-47.51983642578125,	17.161378860473633
4762.0,	986.0,	-5.454802989959717,	-39.42464065551758,	17.56191062927246
4763.0,	984.0,	-5.51603364944458,	-46.518123626708984,	16.704898834228516
4764.0,	988.0,	-15.420239448547363,	13.71375846862793,	16.817041397094727
4765.0,	989.0,	-14.850837707519531,	21.81885528564453,	16.245731353759766
4766.0,	990.0,	-15.662871360778809,	20.778244018554688,	15.773307800292969
4767.0,	988.0,	-15.420239448547363,	13.71375846862793,	16.817041397094727
4768.0,	990.0,	-15.662871360778809,	20.778244018554688,	15.773307800292969
4769.0,	991.0,	-16.73261833190918,	15.547694206237793,	16.05626106262207
4770.0,	990.0,	-15.662871360778809,	20.778244018554688,	15.773307800292969
4771.0,	992.0,	-17.199251174926758,	16.3831729888916,	15.196977615356445
4772.0,	991.0,	-16.73261833190918,	15.547694206237793,	16.05626106262207
4773.0,	992.0,	-17.199251174926758,	16.3831729888916,	15.196977615356445
4774.0,	990.0,	-15.662871360778809,	20.778244018554688,	15.773307800292969
4775.0,	993.0,	-16.391197204589844,	19.818008422851562,	14.909457206726074
4776.0,	992.0,	-17.199251174926758,	16.3831729888916,	15.196977615356445
4777.0,	993.0,	-16.391197204589844,	19.818008422851562,	14.909457206726074
4778.0,	994.0,	-17.384044647216797,	16.771928787231445,	13.805089950561523
