VTX,	IDX,	Position.x,	Position.y,	Position.z
19312.0,	27859.0,	12.737258911132812,	2.5960536003112793,	166.6832733154297
19313.0,	27861.0,	12.603763580322266,	3.060753345489502,	167.02749633789062
19314.0,	27861.0,	12.603763580322266,	3.060753345489502,	167.02749633789062
19315.0,	27860.0,	12.454872131347656,	3.4292006492614746,	167.39329528808594
19316.0,	27858.0,	12.56301498413086,	3.1655235290527344,	166.91802978515625
19317.0,	27861.0,	12.603763580322266,	3.060753345489502,	167.02749633789062
19318.0,	27856.0,	12.415958404541016,	3.176166534423828,	167.499755859375
19319.0,	27860.0,	12.454872131347656,	3.4292006492614746,	167.39329528808594
19320.0,	27861.0,	12.603763580322266,	3.060753345489502,	167.02749633789062
19321.0,	27859.0,	12.737258911132812,	2.5960536003112793,	166.6832733154297
19322.0,	27862.0,	12.561820983886719,	2.8847522735595703,	167.10482788085938
19323.0,	27856.0,	12.415958404541016,	3.176166534423828,	167.499755859375
19324.0,	27861.0,	12.603763580322266,	3.060753345489502,	167.02749633789062
19325.0,	27862.0,	12.561820983886719,	2.8847522735595703,	167.10482788085938
19326.0,	27863.0,	-2.245502471923828,	-0.7287896871566772,	155.65000915527344
19327.0,	27864.0,	-1.9605350494384766,	-0.7352248430252075,	155.8601837158203
19328.0,	27865.0,	-1.914154052734375,	-0.3172856569290161,	155.66526794433594
19329.0,	27865.0,	-1.914154052734375,	-0.3172856569290161,	155.66526794433594
19330.0,	27866.0,	-2.4092559814453125,	-0.5353742837905884,	155.2564697265625
19331.0,	27863.0,	-2.245502471923828,	-0.7287896871566772,	155.65000915527344
19332.0,	27867.0,	-2.018350601196289,	0.26156580448150635,	155.7386932373047
19333.0,	27865.0,	-1.914154052734375,	-0.3172856569290161,	155.66526794433594
19334.0,	27868.0,	-1.837717056274414,	0.23258066177368164,	155.90744018554688
19335.0,	27869.0,	-2.2591991424560547,	0.03661549091339111,	155.29331970214844
19336.0,	27865.0,	-1.914154052734375,	-0.3172856569290161,	155.66526794433594
19337.0,	27867.0,	-2.018350601196289,	0.26156580448150635,	155.7386932373047
19338.0,	27866.0,	-2.4092559814453125,	-0.5353742837905884,	155.2564697265625
