VTX,	IDX,	Position.x,	Position.y,	Position.z
6977.0,	1729.0,	9.922980308532715,	0.00031059145112521946,	6.723899841308594
6978.0,	1765.0,	9.912819862365723,	-1.6140494346618652,	7.505670070648193
6979.0,	1768.0,	10.163220405578613,	-0.9035394191741943,	8.638099670410156
6980.0,	1762.0,	10.028260231018066,	-0.7868093848228455,	7.5094099044799805
6981.0,	1767.0,	10.10612964630127,	0.00031060236506164074,	7.504819869995117
6982.0,	1769.0,	9.85906982421875,	0.7175306081771851,	6.704319953918457
6983.0,	1729.0,	9.922980308532715,	0.00031059145112521946,	6.723899841308594
6984.0,	1729.0,	9.922980308532715,	0.00031059145112521946,	6.723899841308594
6985.0,	1769.0,	9.85906982421875,	0.7175306081771851,	6.704319953918457
6986.0,	1726.0,	9.715869903564453,	0.5995405912399292,	6.160999774932861
6987.0,	1727.0,	9.543450355529785,	1.1691006422042847,	6.130529880523682
6988.0,	1726.0,	9.715869903564453,	0.5995405912399292,	6.160999774932861
6989.0,	1769.0,	9.85906982421875,	0.7175306081771851,	6.704319953918457
6990.0,	1762.0,	10.028260231018066,	-0.7868093848228455,	7.5094099044799805
6991.0,	1770.0,	10.256950378417969,	0.00031061135814525187,	8.625699996948242
6992.0,	1767.0,	10.10612964630127,	0.00031060236506164074,	7.504819869995117
6993.0,	1770.0,	10.256950378417969,	0.00031061135814525187,	8.625699996948242
6994.0,	1762.0,	10.028260231018066,	-0.7868093848228455,	7.5094099044799805
6995.0,	1768.0,	10.163220405578613,	-0.9035394191741943,	8.638099670410156
6996.0,	1767.0,	10.10612964630127,	0.00031060236506164074,	7.504819869995117
6997.0,	1771.0,	10.02826976776123,	0.7874205708503723,	7.5094099044799805
6998.0,	1769.0,	9.85906982421875,	0.7175306081771851,	6.704319953918457
6999.0,	1770.0,	10.256950378417969,	0.00031061135814525187,	8.625699996948242
7000.0,	1771.0,	10.02826976776123,	0.7874205708503723,	7.5094099044799805
7001.0,	1767.0,	10.10612964630127,	0.00031060236506164074,	7.504819869995117
7002.0,	1769.0,	9.85906982421875,	0.7175306081771851,	6.704319953918457
7003.0,	1772.0,	9.697609901428223,	1.4212106466293335,	6.660459995269775
7004.0,	1727.0,	9.543450355529785,	1.1691006422042847,	6.130529880523682
7005.0,	1771.0,	10.02826976776123,	0.7874205708503723,	7.5094099044799805
7006.0,	1772.0,	9.697609901428223,	1.4212106466293335,	6.660459995269775
7007.0,	1769.0,	9.85906982421875,	0.7175306081771851,	6.704319953918457
7008.0,	1773.0,	9.305439949035645,	1.6630605459213257,	6.024809837341309
7009.0,	1727.0,	9.543450355529785,	1.1691006422042847,	6.130529880523682
7010.0,	1772.0,	9.697609901428223,	1.4212106466293335,	6.660459995269775
7011.0,	1468.0,	9.247480392456055,	1.2775906324386597,	5.501830101013184
